pais,ano,quantidade_kg,quantidade_dolar
suecia,1980,0,0
turquia,1980,7000,11885
uruguai,1980,0,0
uzbequistao,1980,0,0
venezuela,1980,0,0
nao_consta_na_tabela,1980,0,0
outros,1980,0,0
afeganistao,1981,0,0
africa_do_sul,1981,0,0
alemanha_republica_democratica,1981,0,0
arabia_saudita,1981,0,0
argentina,1981,1558200,1937074
australia,1981,0,0
belgica,1981,0,0
chile,1981,327662,647273
china,1981,0,0
china_continental,1981,0,0
cingapura,1981,0,0
costa_rica,1981,0,0
emirados,1981,0,0
espanha,1981,0,0
estados_unidos,1981,126804,326790
franca,1981,0,0
grecia,1981,0,0
guiana_britanica,1981,0,0
india,1981,0,0
ira,1981,0,0
italia,1981,0,0
japao,1981,0,0
mexico,1981,1228260,2382306
paises_baixos,1981,0,0
paraguai,1981,0,0
peru,1981,0,0
portugal,1981,0,0
reino_unido,1981,0,0
suecia,1981,0,0
turquia,1981,0,0
uruguai,1981,0,0
uzbequistao,1981,0,0
venezuela,1981,0,0
nao_consta_na_tabela,1981,0,0
outros,1981,0,0
afeganistao,1982,0,0
africa_do_sul,1982,0,0
alemanha_republica_democratica,1982,0,0
arabia_saudita,1982,0,0
argentina,1982,1875664,1739134
australia,1982,0,0
belgica,1982,0,0
chile,1982,961997,1572341
china,1982,0,0
china_continental,1982,0,0
cingapura,1982,0,0
costa_rica,1982,0,0
emirados,1982,0,0
espanha,1982,0,0
estados_unidos,1982,140722,266479
franca,1982,0,0
grecia,1982,0,0
guiana_britanica,1982,0,0
india,1982,0,0
ira,1982,0,0
italia,1982,0,0
japao,1982,0,0
mexico,1982,1214593,2115847
paises_baixos,1982,0,0
paraguai,1982,0,0
peru,1982,0,0
portugal,1982,0,0
reino_unido,1982,0,0
suecia,1982,0,0
turquia,1982,58996,74610
uruguai,1982,0,0
uzbequistao,1982,0,0
venezuela,1982,0,0
nao_consta_na_tabela,1982,0,0
outros,1982,0,0
afeganistao,1983,0,0
africa_do_sul,1983,0,0
alemanha_republica_democratica,1983,0,0
arabia_saudita,1983,0,0
argentina,1983,2238826,1476166
australia,1983,0,0
belgica,1983,0,0
chile,1983,1258680,1527431
china,1983,0,0
china_continental,1983,0,0
cingapura,1983,0,0
costa_rica,1983,0,0
emirados,1983,0,0
espanha,1983,0,0
estados_unidos,1983,329134,395315
franca,1983,0,0
grecia,1983,0,0
guiana_britanica,1983,0,0
india,1983,0,0
ira,1983,0,0
italia,1983,0,0
japao,1983,0,0
mexico,1983,1485417,1944974
paises_baixos,1983,0,0
paraguai,1983,0,0
peru,1983,0,0
portugal,1983,0,0
reino_unido,1983,0,0
suecia,1983,0,0
turquia,1983,0,0
uruguai,1983,0,0
uzbequistao,1983,0,0
venezuela,1983,0,0
nao_consta_na_tabela,1983,0,0
outros,1983,0,0
afeganistao,1984,0,0
africa_do_sul,1984,0,0
alemanha_republica_democratica,1984,0,0
arabia_saudita,1984,0,0
argentina,1984,1662475,1626556
australia,1984,0,0
belgica,1984,0,0
chile,1984,1100570,1051746
china,1984,0,0
china_continental,1984,0,0
cingapura,1984,0,0
costa_rica,1984,0,0
emirados,1984,0,0
espanha,1984,0,0
estados_unidos,1984,128745,132786
franca,1984,0,0
grecia,1984,0,0
guiana_britanica,1984,0,0
india,1984,0,0
ira,1984,0,0
italia,1984,0,0
japao,1984,0,0
mexico,1984,520390,578989
paises_baixos,1984,0,0
paraguai,1984,0,0
peru,1984,0,0
portugal,1984,0,0
reino_unido,1984,0,0
suecia,1984,0,0
turquia,1984,85288,65951
uruguai,1984,0,0
uzbequistao,1984,0,0
venezuela,1984,0,0
nao_consta_na_tabela,1984,0,0
outros,1984,0,0
afeganistao,1985,0,0
africa_do_sul,1985,0,0
alemanha_republica_democratica,1985,0,0
arabia_saudita,1985,0,0
argentina,1985,1519220,1420332
australia,1985,0,0
belgica,1985,0,0
chile,1985,1730970,1608648
china,1985,0,0
china_continental,1985,0,0
cingapura,1985,0,0
costa_rica,1985,0,0
emirados,1985,0,0
espanha,1985,0,0
estados_unidos,1985,157087,165238
franca,1985,0,0
grecia,1985,0,0
guiana_britanica,1985,0,0
india,1985,0,0
ira,1985,0,0
italia,1985,0,0
japao,1985,0,0
mexico,1985,1194306,1202597
paises_baixos,1985,0,0
paraguai,1985,0,0
peru,1985,0,0
portugal,1985,0,0
reino_unido,1985,0,0
suecia,1985,0,0
turquia,1985,60120,48212
uruguai,1985,0,0
uzbequistao,1985,0,0
venezuela,1985,0,0
nao_consta_na_tabela,1985,0,0
outros,1985,0,0
afeganistao,1986,0,0
africa_do_sul,1986,0,0
alemanha_republica_democratica,1986,0,0
arabia_saudita,1986,0,0
argentina,1986,2116776,2515764
australia,1986,0,0
belgica,1986,0,0
chile,1986,2792410,2668045
china,1986,0,0
china_continental,1986,0,0
cingapura,1986,0,0
costa_rica,1986,0,0
emirados,1986,0,0
espanha,1986,0,0
estados_unidos,1986,672895,991667
franca,1986,0,0
grecia,1986,0,0
guiana_britanica,1986,0,0
india,1986,0,0
ira,1986,0,0
italia,1986,0,0
japao,1986,0,0
mexico,1986,1164262,1113425
paises_baixos,1986,0,0
paraguai,1986,0,0
peru,1986,0,0
portugal,1986,0,0
reino_unido,1986,0,0
suecia,1986,0,0
turquia,1986,1102260,859244
uruguai,1986,0,0
uzbequistao,1986,0,0
venezuela,1986,0,0
nao_consta_na_tabela,1986,0,0
outros,1986,0,0
afeganistao,1987,0,0
africa_do_sul,1987,0,0
alemanha_republica_democratica,1987,0,0
arabia_saudita,1987,0,0
argentina,1987,3011500,2988697
australia,1987,0,0
belgica,1987,0,0
chile,1987,2810680,2854162
china,1987,0,0
china_continental,1987,0,0
cingapura,1987,0,0
costa_rica,1987,0,0
emirados,1987,0,0
espanha,1987,0,0
estados_unidos,1987,117167,178174
franca,1987,0,0
grecia,1987,0,0
guiana_britanica,1987,0,0
india,1987,0,0
ira,1987,0,0
italia,1987,0,0
japao,1987,0,0
mexico,1987,1180260,1246750
paises_baixos,1987,0,0
paraguai,1987,0,0
peru,1987,0,0
portugal,1987,0,0
reino_unido,1987,0,0
suecia,1987,0,0
turquia,1987,189140,151522
uruguai,1987,0,0
uzbequistao,1987,0,0
venezuela,1987,0,0
nao_consta_na_tabela,1987,0,0
outros,1987,0,0
afeganistao,1988,0,0
africa_do_sul,1988,0,0
alemanha_republica_democratica,1988,0,0
arabia_saudita,1988,0,0
argentina,1988,7894789,7741832
australia,1988,0,0
belgica,1988,0,0
chile,1988,2747990,2277103
china,1988,0,0
china_continental,1988,0,0
cingapura,1988,0,0
costa_rica,1988,0,0
emirados,1988,0,0
espanha,1988,0,0
estados_unidos,1988,161093,268528
franca,1988,0,0
grecia,1988,0,0
guiana_britanica,1988,0,0
india,1988,0,0
ira,1988,0,0
italia,1988,0,0
japao,1988,0,0
mexico,1988,194910,223533
paises_baixos,1988,0,0
paraguai,1988,0,0
peru,1988,0,0
portugal,1988,0,0
reino_unido,1988,0,0
suecia,1988,0,0
turquia,1988,1000,1225
uruguai,1988,0,0
uzbequistao,1988,0,0
venezuela,1988,0,0
nao_consta_na_tabela,1988,0,0
outros,1988,0,0
afeganistao,1989,0,0
africa_do_sul,1989,0,0
alemanha_republica_democratica,1989,0,0
arabia_saudita,1989,0,0
argentina,1989,6392930,6765394
australia,1989,0,0
belgica,1989,0,0
chile,1989,5592520,5272318
china,1989,0,0
china_continental,1989,0,0
cingapura,1989,0,0
costa_rica,1989,0,0
emirados,1989,0,0
espanha,1989,0,0
estados_unidos,1989,196634,331736
franca,1989,0,0
grecia,1989,0,0
guiana_britanica,1989,0,0
india,1989,0,0
ira,1989,0,0
italia,1989,0,0
japao,1989,0,0
mexico,1989,585700,807367
paises_baixos,1989,0,0
paraguai,1989,0,0
peru,1989,0,0
portugal,1989,0,0
reino_unido,1989,0,0
suecia,1989,0,0
turquia,1989,55300,57715
uruguai,1989,0,0
uzbequistao,1989,0,0
venezuela,1989,0,0
nao_consta_na_tabela,1989,0,0
outros,1989,0,0
afeganistao,1990,0,0
africa_do_sul,1990,0,0
alemanha_republica_democratica,1990,0,0
arabia_saudita,1990,0,0
argentina,1990,3758190,3641098
australia,1990,0,0
belgica,1990,0,0
chile,1990,3431648,3543179
china,1990,0,0
china_continental,1990,0,0
cingapura,1990,0,0
costa_rica,1990,0,0
emirados,1990,0,0
espanha,1990,0,0
estados_unidos,1990,167980,337966
franca,1990,0,0
grecia,1990,0,0
guiana_britanica,1990,0,0
india,1990,0,0
ira,1990,0,0
italia,1990,0,0
japao,1990,0,0
mexico,1990,420100,623068
paises_baixos,1990,0,0
paraguai,1990,0,0
peru,1990,0,0
portugal,1990,0,0
reino_unido,1990,0,0
suecia,1990,0,0
turquia,1990,4900,6860
uruguai,1990,0,0
uzbequistao,1990,0,0
venezuela,1990,0,0
nao_consta_na_tabela,1990,0,0
outros,1990,0,0
afeganistao,1991,0,0
africa_do_sul,1991,0,0
alemanha_republica_democratica,1991,0,0
arabia_saudita,1991,0,0
argentina,1991,4726726,4931971
australia,1991,0,0
belgica,1991,0,0
chile,1991,5372062,5582460
china,1991,0,0
china_continental,1991,0,0
cingapura,1991,0,0
costa_rica,1991,0,0
emirados,1991,0,0
espanha,1991,0,0
estados_unidos,1991,135629,210446
franca,1991,0,0
grecia,1991,0,0
guiana_britanica,1991,0,0
india,1991,0,0
ira,1991,18500,17740
italia,1991,0,0
japao,1991,0,0
mexico,1991,353640,533265
paises_baixos,1991,0,0
paraguai,1991,0,0
peru,1991,0,0
portugal,1991,0,0
reino_unido,1991,0,0
suecia,1991,0,0
turquia,1991,36800,40816
uruguai,1991,0,0
uzbequistao,1991,0,0
venezuela,1991,0,0
nao_consta_na_tabela,1991,0,0
outros,1991,0,0
afeganistao,1992,0,0
africa_do_sul,1992,0,0
alemanha_republica_democratica,1992,0,0
arabia_saudita,1992,0,0
argentina,1992,3061443,4023359
australia,1992,0,0
belgica,1992,0,0
chile,1992,3149429,3817499
china,1992,0,0
china_continental,1992,0,0
cingapura,1992,0,0
costa_rica,1992,0,0
emirados,1992,196800,200604
espanha,1992,0,0
estados_unidos,1992,320890,457440
franca,1992,0,0
grecia,1992,154975,160597
guiana_britanica,1992,0,0
india,1992,0,0
ira,1992,17800,24319
italia,1992,0,0
japao,1992,0,0
mexico,1992,251100,371880
paises_baixos,1992,0,0
paraguai,1992,0,0
peru,1992,0,0
portugal,1992,0,0
reino_unido,1992,0,0
suecia,1992,0,0
turquia,1992,435600,412348
uruguai,1992,0,0
uzbequistao,1992,0,0
venezuela,1992,0,0
nao_consta_na_tabela,1992,0,0
outros,1992,0,0
afeganistao,1993,0,0
africa_do_sul,1993,0,0
alemanha_republica_democratica,1993,0,0
arabia_saudita,1993,0,0
argentina,1993,1772727,3079487
australia,1993,0,0
belgica,1993,0,0
chile,1993,4604409,5788115
china,1993,0,0
china_continental,1993,0,0
cingapura,1993,0,0
costa_rica,1993,0,0
emirados,1993,0,0
espanha,1993,0,0
estados_unidos,1993,772669,1214020
franca,1993,0,0
grecia,1993,54000,56960
guiana_britanica,1993,0,0
india,1993,0,0
ira,1993,586390,642149
italia,1993,0,0
japao,1993,0,0
mexico,1993,637474,894588
paises_baixos,1993,0,0
paraguai,1993,0,0
peru,1993,0,0
portugal,1993,0,0
reino_unido,1993,0,0
suecia,1993,0,0
turquia,1993,593460,591601
uruguai,1993,0,0
uzbequistao,1993,0,0
venezuela,1993,1000,200
nao_consta_na_tabela,1993,0,0
outros,1993,51,50
afeganistao,1994,0,0
africa_do_sul,1994,0,0
alemanha_republica_democratica,1994,3,8
arabia_saudita,1994,0,0
argentina,1994,4433113,5435003
australia,1994,0,0
belgica,1994,0,0
chile,1994,6568978,7727671
china,1994,0,0
china_continental,1994,0,0
cingapura,1994,0,0
costa_rica,1994,0,0
emirados,1994,36000,36181
espanha,1994,0,0
estados_unidos,1994,832061,1241890
franca,1994,0,0
grecia,1994,81012,101264
guiana_britanica,1994,0,0
india,1994,0,0
ira,1994,1013544,872062
italia,1994,0,0
japao,1994,0,0
mexico,1994,351600,529428
paises_baixos,1994,0,0
paraguai,1994,22000,27500
peru,1994,0,0
portugal,1994,0,0
reino_unido,1994,0,0
suecia,1994,0,0
turquia,1994,975130,842411
uruguai,1994,0,0
uzbequistao,1994,0,0
venezuela,1994,130,110
nao_consta_na_tabela,1994,0,0
outros,1994,102,150
afeganistao,1995,0,0
africa_do_sul,1995,0,0
alemanha_republica_democratica,1995,12,22
arabia_saudita,1995,0,0
argentina,1995,4172453,4708913
australia,1995,0,0
belgica,1995,0,0
chile,1995,32331682,9055566
china,1995,0,0
china_continental,1995,41,39
cingapura,1995,0,0
costa_rica,1995,0,0
emirados,1995,49580,53853
espanha,1995,3222,8090
estados_unidos,1995,643784,990177
franca,1995,20,7
grecia,1995,21220,27337
guiana_britanica,1995,0,0
india,1995,0,0
ira,1995,369269,394150
italia,1995,0,0
japao,1995,0,0
mexico,1995,749518,938320
paises_baixos,1995,0,0
paraguai,1995,0,0
peru,1995,0,0
portugal,1995,0,0
reino_unido,1995,0,0
suecia,1995,0,0
turquia,1995,158550,170454
uruguai,1995,0,0
uzbequistao,1995,0,0
venezuela,1995,3015,1473
nao_consta_na_tabela,1995,0,0
outros,1995,40054,24077
afeganistao,1996,0,0
africa_do_sul,1996,0,0
alemanha_republica_democratica,1996,29,31
arabia_saudita,1996,0,0
argentina,1996,7103048,8416185
australia,1996,0,0
belgica,1996,0,0
chile,1996,6036433,8191108
china,1996,0,0
china_continental,1996,0,0
cingapura,1996,0,0
costa_rica,1996,0,0
emirados,1996,31250,53081
espanha,1996,338,1158
estados_unidos,1996,732591,1405841
franca,1996,49,386
grecia,1996,19000,27170
guiana_britanica,1996,0,0
india,1996,0,0
ira,1996,34000,44200
italia,1996,0,0
japao,1996,0,0
mexico,1996,269500,311525
paises_baixos,1996,0,0
paraguai,1996,0,0
peru,1996,0,0
portugal,1996,0,0
reino_unido,1996,0,0
suecia,1996,0,0
turquia,1996,615150,649499
uruguai,1996,0,0
uzbequistao,1996,0,0
venezuela,1996,1210,437
nao_consta_na_tabela,1996,2,9
outros,1996,75,459
afeganistao,1997,0,0
africa_do_sul,1997,15253,29681
alemanha_republica_democratica,1997,95005,107123
arabia_saudita,1997,0,0
argentina,1997,5673231,8436301
australia,1997,0,0
belgica,1997,0,0
chile,1997,3882680,6518525
china,1997,0,0
china_continental,1997,0,0
cingapura,1997,0,0
costa_rica,1997,0,0
emirados,1997,89820,103183
espanha,1997,6000,23763
estados_unidos,1997,1397848,2457078
franca,1997,0,0
grecia,1997,459500,499383
guiana_britanica,1997,0,0
india,1997,0,0
ira,1997,226480,224265
italia,1997,40320,43142
japao,1997,0,0
mexico,1997,183000,308985
paises_baixos,1997,0,0
paraguai,1997,0,0
peru,1997,0,0
portugal,1997,0,0
reino_unido,1997,0,0
suecia,1997,0,0
turquia,1997,4342570,4854419
uruguai,1997,0,0
uzbequistao,1997,0,0
venezuela,1997,750,283
nao_consta_na_tabela,1997,0,0
outros,1997,5475,10518
afeganistao,1998,0,0
africa_do_sul,1998,178585,341606
alemanha_republica_democratica,1998,143,101
arabia_saudita,1998,0,0
argentina,1998,4237403,6256924
australia,1998,0,0
belgica,1998,0,0
chile,1998,4033736,6056881
china,1998,0,0
china_continental,1998,0,0
cingapura,1998,0,0
costa_rica,1998,0,0
emirados,1998,17420,26546
espanha,1998,6004,25691
estados_unidos,1998,1306508,2037588
franca,1998,19510,33593
grecia,1998,138000,151548
guiana_britanica,1998,0,0
india,1998,0,0
ira,1998,16500,23475
italia,1998,0,0
japao,1998,0,0
mexico,1998,156160,219099
paises_baixos,1998,0,0
paraguai,1998,0,0
peru,1998,0,0
portugal,1998,0,0
reino_unido,1998,0,0
suecia,1998,0,0
turquia,1998,5336758,5591214
uruguai,1998,0,0
uzbequistao,1998,0,0
venezuela,1998,40,14
nao_consta_na_tabela,1998,0,0
outros,1998,0,0
afeganistao,1999,0,0
africa_do_sul,1999,66912,123771
alemanha_republica_democratica,1999,0,0
arabia_saudita,1999,0,0
argentina,1999,3438508,4855950
australia,1999,0,0
belgica,1999,0,0
chile,1999,3853245,5815682
china,1999,0,0
china_continental,1999,0,0
cingapura,1999,0,0
costa_rica,1999,0,0
emirados,1999,0,0
espanha,1999,288,1080
estados_unidos,1999,514513,1094056
franca,1999,0,0
grecia,1999,91000,130910
guiana_britanica,1999,0,0
india,1999,0,0
ira,1999,1128400,1329891
italia,1999,0,0
japao,1999,0,0
mexico,1999,96000,137957
paises_baixos,1999,0,0
paraguai,1999,0,0
peru,1999,0,0
portugal,1999,0,0
reino_unido,1999,0,0
suecia,1999,0,0
turquia,1999,6792500,6548193
uruguai,1999,0,0
uzbequistao,1999,0,0
venezuela,1999,0,0
nao_consta_na_tabela,1999,0,0
outros,1999,35150,46985
afeganistao,2000,0,0
africa_do_sul,2000,35617,54452
alemanha_republica_democratica,2000,0,0
arabia_saudita,2000,0,0
argentina,2000,3367629,3886025
australia,2000,0,0
belgica,2000,0,0
chile,2000,4909468,5801413
china,2000,0,0
china_continental,2000,0,0
cingapura,2000,0,0
costa_rica,2000,0,0
emirados,2000,17500,16119
espanha,2000,303,1096
estados_unidos,2000,573211,1123705
franca,2000,0,0
grecia,2000,0,0
guiana_britanica,2000,0,0
india,2000,0,0
ira,2000,700130,773013
italia,2000,0,0
japao,2000,0,0
mexico,2000,17500,32538
paises_baixos,2000,0,0
paraguai,2000,0,0
peru,2000,0,0
portugal,2000,0,0
reino_unido,2000,0,0
suecia,2000,0,0
turquia,2000,5268800,4496527
uruguai,2000,0,0
uzbequistao,2000,0,0
venezuela,2000,0,0
nao_consta_na_tabela,2000,0,0
outros,2000,38375,45483
afeganistao,2001,0,0
africa_do_sul,2001,152070,190827
alemanha_republica_democratica,2001,0,0
arabia_saudita,2001,0,0
argentina,2001,2634368,2444780
australia,2001,0,0
belgica,2001,102625,55359
chile,2001,3223998,3319107
china,2001,0,0
china_continental,2001,0,0
cingapura,2001,0,0
costa_rica,2001,0,0
emirados,2001,36000,23190
espanha,2001,0,0
estados_unidos,2001,487549,773763
franca,2001,0,0
grecia,2001,0,0
guiana_britanica,2001,0,0
india,2001,0,0
ira,2001,1353836,780010
italia,2001,0,0
japao,2001,0,0
mexico,2001,0,0
paises_baixos,2001,0,0
