control,ano,quantidade_litros
vinho_de_mesa,1970,98327606
vinho_mesa_tinto,1970,83300735
vinho_mesa_rosado,1970,107681
vinho_mesa_branco,1970,14919190
vinho__fino_de_mesa,1970,4430629
vinho_mesa_tinto,1970,435354
vinho_mesa_rosado,1970,183234
vinho_mesa_branco,1970,3812041
vinho_frizante,1970,466480
vinho_organico,1970,0
vinho_especial,1970,7325789
vinho_especial_tinto,1970,4730346
vinho_especial_rosado,1970,1229564
vinho_especial_branco,1970,1365879
espumantes_,1970,2743678
espumante_moscatel,1970,0
espumante,1970,0
espumante_organico,1970,0
suco_de_uvas,1970,2626855
suco_natural,1970,0
suco_adocado,1970,0
suco_reprocessado,1970,0
suco_organico,1970,0
outros_sucos,1970,0
suco_de_uvas_concentrado,1970,0
nan,1970,19844550
outros_outros_vinhos__sem_informdetalhada,1970,0
outros_agrin,1970,0
outros_aguardente,1970,0
outros_alcool_vinico,1970,0
outros_bagaceira,1970,1192987
outros_base_champenoise,1970,0
outros_base_charmat,1970,0
outros_base_espumante,1970,0
outros_bebida,1970,0
outros_borra_liqwuida,1970,0
outros_borra_seca,1970,0
outros_brandy,1970,9388296
outros_cooler,1970,0
outros_coquetel,1970,0
outros_destilado,1970,533987
outros_filtrado_doce,1970,346403
outros_jeropiga,1970,0
outros_mistelas,1970,178350
outros_mosto_concentrado,1970,44971
outros_mosto_uva,1970,0
outros_mosto_sulfitado,1970,401030
outros_nectar,1970,0
outros_outros_produtos,1970,0
outros_polpa,1970,0
outros_preparado_liquido,1970,0
outros_refrigerante,1970,0
outros_sangria,1970,0
outros_vinagre_balsamico,1970,0
outros_vinagre_duplo,1970,0
outros_vinagre_simples,1970,1359297
outros_vinho_acetificado,1970,0
outros_vinho_base,1970,0
outros_vinho_composto,1970,3386173
outros_vinho_licoroso,1970,3013056
outros_vinho_leve,1970,0
outros_vinho_gaseificado,1970,0
vinho_de_mesa,1971,114399031
vinho_mesa_tinto,1971,98522869
vinho_mesa_rosado,1971,542274
vinho_mesa_branco,1971,15333888
vinho__fino_de_mesa,1971,4840369
vinho_mesa_tinto,1971,428927
vinho_mesa_rosado,1971,227299
vinho_mesa_branco,1971,4184143
vinho_frizante,1971,358116
vinho_organico,1971,0
vinho_especial,1971,7824931
vinho_especial_tinto,1971,4802828
vinho_especial_rosado,1971,1662821
vinho_especial_branco,1971,1359282
espumantes_,1971,2907289
espumante_moscatel,1971,0
espumante,1971,0
espumante_organico,1971,0
suco_de_uvas,1971,2745249
suco_natural,1971,0
suco_adocado,1971,0
suco_reprocessado,1971,0
suco_organico,1971,0
outros_sucos,1971,0
suco_de_uvas_concentrado,1971,0
nan,1971,20351384
outros_outros_vinhos__sem_informdetalhada,1971,0
outros_agrin,1971,0
outros_aguardente,1971,0
outros_alcool_vinico,1971,0
outros_bagaceira,1971,1111014
outros_base_champenoise,1971,0
outros_base_charmat,1971,0
outros_base_espumante,1971,0
outros_bebida,1971,0
outros_borra_liqwuida,1971,0
outros_borra_seca,1971,0
outros_brandy,1971,9893167
outros_cooler,1971,0
outros_coquetel,1971,0
outros_destilado,1971,1023876
outros_filtrado_doce,1971,432991
outros_jeropiga,1971,0
outros_mistelas,1971,81510
outros_mosto_concentrado,1971,20502
outros_mosto_uva,1971,0
outros_mosto_sulfitado,1971,410850
outros_nectar,1971,0
outros_outros_produtos,1971,0
outros_polpa,1971,0
outros_preparado_liquido,1971,0
outros_refrigerante,1971,0
outros_sangria,1971,0
outros_vinagre_balsamico,1971,0
outros_vinagre_duplo,1971,0
outros_vinagre_simples,1971,1256068
outros_vinho_acetificado,1971,0
outros_vinho_base,1971,0
outros_vinho_composto,1971,3645774
outros_vinho_licoroso,1971,2475632
outros_vinho_leve,1971,0
outros_vinho_gaseificado,1971,0
vinho_de_mesa,1972,118377367
vinho_mesa_tinto,1972,101167932
vinho_mesa_rosado,1972,7770851
vinho_mesa_branco,1972,9438584
vinho__fino_de_mesa,1972,5602091
vinho_mesa_tinto,1972,624499
vinho_mesa_rosado,1972,403664
vinho_mesa_branco,1972,4573928
vinho_frizante,1972,356340
vinho_organico,1972,0
vinho_especial,1972,8737605
vinho_especial_tinto,1972,4347706
vinho_especial_rosado,1972,1901801
vinho_especial_branco,1972,2488098
espumantes_,1972,3523335
espumante_moscatel,1972,0
espumante,1972,0
espumante_organico,1972,0
suco_de_uvas,1972,4069351
suco_natural,1972,0
suco_adocado,1972,0
suco_reprocessado,1972,0
suco_organico,1972,0
outros_sucos,1972,0
suco_de_uvas_concentrado,1972,59044
nan,1972,23615205
outros_outros_vinhos__sem_informdetalhada,1972,0
outros_agrin,1972,0
outros_aguardente,1972,0
outros_alcool_vinico,1972,0
outros_bagaceira,1972,1059696
outros_base_champenoise,1972,0
outros_base_charmat,1972,0
outros_base_espumante,1972,0
outros_bebida,1972,0
outros_borra_liqwuida,1972,0
outros_borra_seca,1972,0
outros_brandy,1972,11876098
outros_cooler,1972,0
outros_coquetel,1972,0
outros_destilado,1972,1573023
outros_filtrado_doce,1972,670626
outros_jeropiga,1972,0
outros_mistelas,1972,133865
outros_mosto_concentrado,1972,0
outros_mosto_uva,1972,0
outros_mosto_sulfitado,1972,447600
outros_nectar,1972,0
outros_outros_produtos,1972,0
outros_polpa,1972,0
outros_preparado_liquido,1972,0
outros_refrigerante,1972,0
outros_sangria,1972,0
outros_vinagre_balsamico,1972,0
outros_vinagre_duplo,1972,0
outros_vinagre_simples,1972,1524908
outros_vinho_acetificado,1972,0
outros_vinho_base,1972,0
outros_vinho_composto,1972,3921573
outros_vinho_licoroso,1972,2407816
outros_vinho_leve,1972,0
outros_vinho_gaseificado,1972,0
vinho_de_mesa,1973,116617910
vinho_mesa_tinto,1973,98196747
vinho_mesa_rosado,1973,8425617
vinho_mesa_branco,1973,9995546
vinho__fino_de_mesa,1973,7202830
vinho_mesa_tinto,1973,783508
vinho_mesa_rosado,1973,1377333
vinho_mesa_branco,1973,5041989
vinho_frizante,1973,327865
vinho_organico,1973,0
vinho_especial,1973,9693953
vinho_especial_tinto,1973,5017487
vinho_especial_rosado,1973,2062011
vinho_especial_branco,1973,2614455
espumantes_,1973,3625230
espumante_moscatel,1973,0
espumante,1973,0
espumante_organico,1973,0
suco_de_uvas,1973,5668991
suco_natural,1973,0
suco_adocado,1973,0
suco_reprocessado,1973,0
suco_organico,1973,0
outros_sucos,1973,0
suco_de_uvas_concentrado,1973,1951966
nan,1973,25401454
outros_outros_vinhos__sem_informdetalhada,1973,0
outros_agrin,1973,0
outros_aguardente,1973,0
outros_alcool_vinico,1973,0
outros_bagaceira,1973,997624
outros_base_champenoise,1973,0
outros_base_charmat,1973,0
outros_base_espumante,1973,0
outros_bebida,1973,0
outros_borra_liqwuida,1973,0
outros_borra_seca,1973,0
outros_brandy,1973,12156057
outros_cooler,1973,0
outros_coquetel,1973,0
outros_destilado,1973,1485567
outros_filtrado_doce,1973,837970
outros_jeropiga,1973,0
outros_mistelas,1973,160470
outros_mosto_concentrado,1973,0
outros_mosto_uva,1973,0
outros_mosto_sulfitado,1973,1724244
outros_nectar,1973,0
outros_outros_produtos,1973,0
outros_polpa,1973,0
outros_preparado_liquido,1973,0
outros_refrigerante,1973,0
outros_sangria,1973,0
outros_vinagre_balsamico,1973,0
outros_vinagre_duplo,1973,0
outros_vinagre_simples,1973,1426737
outros_vinho_acetificado,1973,0
outros_vinho_base,1973,0
outros_vinho_composto,1973,4168841
outros_vinho_licoroso,1973,2443944
outros_vinho_leve,1973,0
outros_vinho_gaseificado,1973,0
vinho_de_mesa,1974,94173324
vinho_mesa_tinto,1974,77167303
vinho_mesa_rosado,1974,8891367
vinho_mesa_branco,1974,8114654
vinho__fino_de_mesa,1974,7571802
vinho_mesa_tinto,1974,1616144
vinho_mesa_rosado,1974,1725564
vinho_mesa_branco,1974,4230094
vinho_frizante,1974,270641
vinho_organico,1974,0
vinho_especial,1974,7638484
vinho_especial_tinto,1974,3763509
vinho_especial_rosado,1974,1989341
vinho_especial_branco,1974,1885634
espumantes_,1974,3442734
espumante_moscatel,1974,0
espumante,1974,0
espumante_organico,1974,0
suco_de_uvas,1974,4673891
suco_natural,1974,0
suco_adocado,1974,0
suco_reprocessado,1974,0
suco_organico,1974,0
outros_sucos,1974,0
suco_de_uvas_concentrado,1974,1619428
nan,1974,24530878
outros_outros_vinhos__sem_informdetalhada,1974,0
outros_agrin,1974,0
outros_aguardente,1974,0
outros_alcool_vinico,1974,0
outros_bagaceira,1974,839441
outros_base_champenoise,1974,0
outros_base_charmat,1974,0
outros_base_espumante,1974,0
outros_bebida,1974,0
outros_borra_liqwuida,1974,0
outros_borra_seca,1974,0
outros_brandy,1974,12885577
outros_cooler,1974,0
outros_coquetel,1974,0
outros_destilado,1974,1409986
outros_filtrado_doce,1974,1039110
outros_jeropiga,1974,0
outros_mistelas,1974,45878
outros_mosto_concentrado,1974,761417
outros_mosto_uva,1974,0
outros_mosto_sulfitado,1974,239200
outros_nectar,1974,0
outros_outros_produtos,1974,0
outros_polpa,1974,0
outros_preparado_liquido,1974,0
outros_refrigerante,1974,0
outros_sangria,1974,0
outros_vinagre_balsamico,1974,0
outros_vinagre_duplo,1974,0
outros_vinagre_simples,1974,1717666
outros_vinho_acetificado,1974,0
outros_vinho_base,1974,0
outros_vinho_composto,1974,3670736
outros_vinho_licoroso,1974,1921867
outros_vinho_leve,1974,0
outros_vinho_gaseificado,1974,0
vinho_de_mesa,1975,108031792
vinho_mesa_tinto,1975,91528090
vinho_mesa_rosado,1975,7261777
vinho_mesa_branco,1975,9241925
vinho__fino_de_mesa,1975,8848303
vinho_mesa_tinto,1975,2050960
vinho_mesa_rosado,1975,2130619
vinho_mesa_branco,1975,4666724
vinho_frizante,1975,301293
vinho_organico,1975,0
vinho_especial,1975,10260445
vinho_especial_tinto,1975,4815235
vinho_especial_rosado,1975,2885972
vinho_especial_branco,1975,2559238
espumantes_,1975,3691348
espumante_moscatel,1975,0
espumante,1975,0
espumante_organico,1975,0
suco_de_uvas,1975,5802187
suco_natural,1975,0
suco_adocado,1975,0
suco_reprocessado,1975,0
suco_organico,1975,0
outros_sucos,1975,0
suco_de_uvas_concentrado,1975,768401
nan,1975,23102540
outros_outros_vinhos__sem_informdetalhada,1975,0
outros_agrin,1975,0
outros_aguardente,1975,0
outros_alcool_vinico,1975,0
outros_bagaceira,1975,706946
outros_base_champenoise,1975,0
outros_base_charmat,1975,0
outros_base_espumante,1975,0
outros_bebida,1975,0
outros_borra_liqwuida,1975,0
outros_borra_seca,1975,0
outros_brandy,1975,11418527
outros_cooler,1975,0
outros_coquetel,1975,0
outros_destilado,1975,1793135
outros_filtrado_doce,1975,1353194
outros_jeropiga,1975,0
outros_mistelas,1975,272141
outros_mosto_concentrado,1975,251197
outros_mosto_uva,1975,0
outros_mosto_sulfitado,1975,34300
outros_nectar,1975,0
outros_outros_produtos,1975,0
outros_polpa,1975,0
outros_preparado_liquido,1975,0
outros_refrigerante,1975,0
outros_sangria,1975,0
outros_vinagre_balsamico,1975,0
outros_vinagre_duplo,1975,0
outros_vinagre_simples,1975,1574960
outros_vinho_acetificado,1975,0
outros_vinho_base,1975,0
outros_vinho_composto,1975,3493104
outros_vinho_licoroso,1975,2205036
outros_vinho_leve,1975,0
outros_vinho_gaseificado,1975,0
vinho_de_mesa,1976,139238614
vinho_mesa_tinto,1976,116407222
vinho_mesa_rosado,1976,11748047
vinho_mesa_branco,1976,11083345
vinho__fino_de_mesa,1976,14095648
vinho_mesa_tinto,1976,4450570
vinho_mesa_rosado,1976,3118919
vinho_mesa_branco,1976,6526159
vinho_frizante,1976,248456
vinho_organico,1976,0
vinho_especial,1976,12392725
vinho_especial_tinto,1976,4819463
vinho_especial_rosado,1976,4231765
vinho_especial_branco,1976,3341497
espumantes_,1976,4204666
espumante_moscatel,1976,0
espumante,1976,0
espumante_organico,1976,0
suco_de_uvas,1976,6433821
suco_natural,1976,0
suco_adocado,1976,0
suco_reprocessado,1976,0
suco_organico,1976,0
outros_sucos,1976,0
suco_de_uvas_concentrado,1976,1467883
nan,1976,28321777
outros_outros_vinhos__sem_informdetalhada,1976,0
outros_agrin,1976,0
outros_aguardente,1976,0
outros_alcool_vinico,1976,0
outros_bagaceira,1976,698399
outros_base_champenoise,1976,0
outros_base_charmat,1976,0
outros_base_espumante,1976,0
outros_bebida,1976,0
outros_borra_liqwuida,1976,0
outros_borra_seca,1976,0
outros_brandy,1976,14938849
outros_cooler,1976,0
outros_coquetel,1976,0
outros_destilado,1976,1373075
outros_filtrado_doce,1976,1792832
outros_jeropiga,1976,48203
outros_mistelas,1976,88300
outros_mosto_concentrado,1976,309196
outros_mosto_uva,1976,0
outros_mosto_sulfitado,1976,420300
outros_nectar,1976,0
outros_outros_produtos,1976,0
outros_polpa,1976,0
outros_preparado_liquido,1976,0
outros_refrigerante,1976,0
outros_sangria,1976,0
outros_vinagre_balsamico,1976,0
outros_vinagre_duplo,1976,0
outros_vinagre_simples,1976,748459
outros_vinho_acetificado,1976,0
outros_vinho_base,1976,0
outros_vinho_composto,1976,5429800
outros_vinho_licoroso,1976,2474364
outros_vinho_leve,1976,0
outros_vinho_gaseificado,1976,0
vinho_de_mesa,1977,140813114
vinho_mesa_tinto,1977,116609545
vinho_mesa_rosado,1977,15195525
vinho_mesa_branco,1977,9008044
vinho__fino_de_mesa,1977,14975330
vinho_mesa_tinto,1977,4504303
vinho_mesa_rosado,1977,3248565
vinho_mesa_branco,1977,7222462
vinho_frizante,1977,143575
vinho_organico,1977,0
vinho_especial,1977,11569676
vinho_especial_tinto,1977,3959050
vinho_especial_rosado,1977,4034615
vinho_especial_branco,1977,3576011
espumantes_,1977,4150746
espumante_moscatel,1977,0
espumante,1977,0
espumante_organico,1977,0
suco_de_uvas,1977,6814893
suco_natural,1977,0
suco_adocado,1977,0
suco_reprocessado,1977,0
suco_organico,1977,0
outros_sucos,1977,0
suco_de_uvas_concentrado,1977,2444089
nan,1977,27333925
outros_outros_vinhos__sem_informdetalhada,1977,0
outros_agrin,1977,0
outros_aguardente,1977,0
outros_alcool_vinico,1977,0
outros_bagaceira,1977,595137
outros_base_champenoise,1977,0
outros_base_charmat,1977,0
outros_base_espumante,1977,0
outros_bebida,1977,0
outros_borra_liqwuida,1977,0
outros_borra_seca,1977,0
outros_brandy,1977,12858163
outros_cooler,1977,0
outros_coquetel,1977,0
outros_destilado,1977,780548
outros_filtrado_doce,1977,2292414
outros_jeropiga,1977,34624
outros_mistelas,1977,195060
outros_mosto_concentrado,1977,84058
outros_mosto_uva,1977,0
outros_mosto_sulfitado,1977,746326
outros_nectar,1977,0
outros_outros_produtos,1977,0
outros_polpa,1977,0
outros_preparado_liquido,1977,0
outros_refrigerante,1977,0
outros_sangria,1977,0
outros_vinagre_balsamico,1977,0
outros_vinagre_duplo,1977,0
outros_vinagre_simples,1977,1549579
outros_vinho_acetificado,1977,0
outros_vinho_base,1977,0
outros_vinho_composto,1977,5170582
outros_vinho_licoroso,1977,3027434
outros_vinho_leve,1977,0
outros_vinho_gaseificado,1977,0
vinho_de_mesa,1978,141293379
vinho_mesa_tinto,1978,117203914
vinho_mesa_rosado,1978,14612454
vinho_mesa_branco,1978,9477011
vinho__fino_de_mesa,1978,17596956
vinho_mesa_tinto,1978,4920802
vinho_mesa_rosado,1978,3501895
vinho_mesa_branco,1978,9174259
vinho_frizante,1978,13915
vinho_organico,1978,0
vinho_especial,1978,10247572
vinho_especial_tinto,1978,4083073
vinho_especial_rosado,1978,4177476
vinho_especial_branco,1978,1987023
espumantes_,1978,3684240
espumante_moscatel,1978,0
espumante,1978,0
espumante_organico,1978,0
suco_de_uvas,1978,6963440
suco_natural,1978,0
suco_adocado,1978,0
suco_reprocessado,1978,0
suco_organico,1978,0
outros_sucos,1978,0
suco_de_uvas_concentrado,1978,2454178
nan,1978,29509570
outros_outros_vinhos__sem_informdetalhada,1978,0
outros_agrin,1978,0
outros_aguardente,1978,0
outros_alcool_vinico,1978,0
outros_bagaceira,1978,432596
outros_base_champenoise,1978,0
outros_base_charmat,1978,0
outros_base_espumante,1978,0
outros_bebida,1978,0
outros_borra_liqwuida,1978,0
outros_borra_seca,1978,0
outros_brandy,1978,12014556
outros_cooler,1978,0
outros_coquetel,1978,0
outros_destilado,1978,866773
outros_filtrado_doce,1978,2396689
outros_jeropiga,1978,56372
outros_mistelas,1978,2217900
outros_mosto_concentrado,1978,0
outros_mosto_uva,1978,0
outros_mosto_sulfitado,1978,327450
outros_nectar,1978,0
outros_outros_produtos,1978,0
outros_polpa,1978,0
outros_preparado_liquido,1978,0
outros_refrigerante,1978,0
outros_sangria,1978,0
outros_vinagre_balsamico,1978,0
outros_vinagre_duplo,1978,0
outros_vinagre_simples,1978,2452955
outros_vinho_acetificado,1978,0
outros_vinho_base,1978,0
outros_vinho_composto,1978,5649977
outros_vinho_licoroso,1978,3094302
outros_vinho_leve,1978,0
outros_vinho_gaseificado,1978,0
vinho_de_mesa,1979,149609112
vinho_mesa_tinto,1979,119496652
vinho_mesa_rosado,1979,18643308
vinho_mesa_branco,1979,11469152
vinho__fino_de_mesa,1979,21695829
vinho_mesa_tinto,1979,6360276
vinho_mesa_rosado,1979,4119615
vinho_mesa_branco,1979,11215938
vinho_frizante,1979,14578
vinho_organico,1979,0
vinho_especial,1979,13790557
vinho_especial_tinto,1979,7004780
vinho_especial_rosado,1979,5067851
vinho_especial_branco,1979,1717926
espumantes_,1979,3246929
espumante_moscatel,1979,0
espumante,1979,0
espumante_organico,1979,0
suco_de_uvas,1979,6096784
suco_natural,1979,0
suco_adocado,1979,0
suco_reprocessado,1979,0
suco_organico,1979,0
outros_sucos,1979,0
suco_de_uvas_concentrado,1979,2751886
nan,1979,29719709
outros_outros_vinhos__sem_informdetalhada,1979,0
outros_agrin,1979,0
outros_aguardente,1979,0
outros_alcool_vinico,1979,0
outros_bagaceira,1979,812433
outros_base_champenoise,1979,0
outros_base_charmat,1979,0
outros_base_espumante,1979,0
outros_bebida,1979,0
outros_borra_liqwuida,1979,0
outros_borra_seca,1979,0
outros_brandy,1979,9991254
outros_cooler,1979,0
outros_coquetel,1979,0
outros_destilado,1979,3062750
outros_filtrado_doce,1979,3374608
outros_jeropiga,1979,47738
outros_mistelas,1979,6293317
outros_mosto_concentrado,1979,0
outros_mosto_uva,1979,0
outros_mosto_sulfitado,1979,485800
outros_nectar,1979,0
outros_outros_produtos,1979,0
outros_polpa,1979,0
outros_preparado_liquido,1979,0
outros_refrigerante,1979,0
outros_sangria,1979,0
outros_vinagre_balsamico,1979,0
outros_vinagre_duplo,1979,0
outros_vinagre_simples,1979,2144256
outros_vinho_acetificado,1979,0
outros_vinho_base,1979,0
outros_vinho_composto,1979,976174
outros_vinho_licoroso,1979,2531379
outros_vinho_leve,1979,0
outros_vinho_gaseificado,1979,0
vinho_de_mesa,1980,122825298
vinho_mesa_tinto,1980,99646124
vinho_mesa_rosado,1980,14746625
vinho_mesa_branco,1980,8432549
vinho__fino_de_mesa,1980,22976342
vinho_mesa_tinto,1980,7244385
vinho_mesa_rosado,1980,5096819
vinho_mesa_branco,1980,10635138
vinho_frizante,1980,9303
vinho_organico,1980,0
vinho_especial,1980,11056774
vinho_especial_tinto,1980,4608059
vinho_especial_rosado,1980,4312513
vinho_especial_branco,1980,2136202
espumantes_,1980,3257451
espumante_moscatel,1980,0
espumante,1980,0
espumante_organico,1980,0
suco_de_uvas,1980,5837620
suco_natural,1980,0
suco_adocado,1980,0
suco_reprocessado,1980,0
suco_organico,1980,0
outros_sucos,1980,0
suco_de_uvas_concentrado,1980,4142363
nan,1980,18053687
outros_outros_vinhos__sem_informdetalhada,1980,0
outros_agrin,1980,0
outros_aguardente,1980,0
outros_alcool_vinico,1980,0
outros_bagaceira,1980,494061
outros_base_champenoise,1980,0
outros_base_charmat,1980,0
outros_base_espumante,1980,0
outros_bebida,1980,0
outros_borra_liqwuida,1980,0
outros_borra_seca,1980,0
outros_brandy,1980,2593406
outros_cooler,1980,0
outros_coquetel,1980,0
outros_destilado,1980,1778900
outros_filtrado_doce,1980,4414074
outros_jeropiga,1980,25352
outros_mistelas,1980,3806641
outros_mosto_concentrado,1980,0
outros_mosto_uva,1980,0
outros_mosto_sulfitado,1980,113550
outros_nectar,1980,0
outros_outros_produtos,1980,0
outros_polpa,1980,0
outros_preparado_liquido,1980,0
outros_refrigerante,1980,0
outros_sangria,1980,0
outros_vinagre_balsamico,1980,0
outros_vinagre_duplo,1980,0
outros_vinagre_simples,1980,2052253
outros_vinho_acetificado,1980,0
outros_vinho_base,1980,0
outros_vinho_composto,1980,697908
outros_vinho_licoroso,1980,2077542
outros_vinho_leve,1980,0
outros_vinho_gaseificado,1980,0
vinho_de_mesa,1981,128894580
vinho_mesa_tinto,1981,99151812
vinho_mesa_rosado,1981,16360547
vinho_mesa_branco,1981,13382221
vinho__fino_de_mesa,1981,21607857
vinho_mesa_tinto,1981,7403644
vinho_mesa_rosado,1981,2738962
vinho_mesa_branco,1981,11465251
vinho_frizante,1981,13354
vinho_organico,1981,0
vinho_especial,1981,6907060
vinho_especial_tinto,1981,1906240
vinho_especial_rosado,1981,3388872
vinho_especial_branco,1981,1611948
espumantes_,1981,2301421
espumante_moscatel,1981,0
espumante,1981,0
espumante_organico,1981,0
suco_de_uvas,1981,3994038
suco_natural,1981,0
suco_adocado,1981,0
suco_reprocessado,1981,0
suco_organico,1981,0
outros_sucos,1981,0
suco_de_uvas_concentrado,1981,3064156
nan,1981,19698180
outros_outros_vinhos__sem_informdetalhada,1981,0
outros_agrin,1981,0
outros_aguardente,1981,0
outros_alcool_vinico,1981,0
outros_bagaceira,1981,1770895
outros_base_champenoise,1981,0
outros_base_charmat,1981,0
outros_base_espumante,1981,0
outros_bebida,1981,0
outros_borra_liqwuida,1981,0
outros_borra_seca,1981,0
outros_brandy,1981,1637947
outros_cooler,1981,0
outros_coquetel,1981,0
outros_destilado,1981,2728959
outros_filtrado_doce,1981,3861367
outros_jeropiga,1981,4236
outros_mistelas,1981,4518098
outros_mosto_concentrado,1981,0
outros_mosto_uva,1981,0
outros_mosto_sulfitado,1981,360180
outros_nectar,1981,0
outros_outros_produtos,1981,0
outros_polpa,1981,0
outros_preparado_liquido,1981,0
outros_refrigerante,1981,0
outros_sangria,1981,0
outros_vinagre_balsamico,1981,0
outros_vinagre_duplo,1981,0
outros_vinagre_simples,1981,2296456
outros_vinho_acetificado,1981,0
outros_vinho_base,1981,0
outros_vinho_composto,1981,579372
outros_vinho_licoroso,1981,1940670
outros_vinho_leve,1981,0
outros_vinho_gaseificado,1981,0
vinho_de_mesa,1982,166861772
vinho_mesa_tinto,1982,131957890
vinho_mesa_rosado,1982,15786964
vinho_mesa_branco,1982,19116918
vinho__fino_de_mesa,1982,26302928
vinho_mesa_tinto,1982,7699010
vinho_mesa_rosado,1982,3608877
vinho_mesa_branco,1982,14995041
vinho_frizante,1982,176692
vinho_organico,1982,0
vinho_especial,1982,5011009
vinho_especial_tinto,1982,939619
vinho_especial_rosado,1982,2418770
vinho_especial_branco,1982,1652620
espumantes_,1982,2432386
espumante_moscatel,1982,0
espumante,1982,0
espumante_organico,1982,0
suco_de_uvas,1982,4081256
suco_natural,1982,0
suco_adocado,1982,0
suco_reprocessado,1982,0
suco_organico,1982,0
outros_sucos,1982,0
suco_de_uvas_concentrado,1982,3148110
nan,1982,17770629
outros_outros_vinhos__sem_informdetalhada,1982,0
outros_agrin,1982,0
outros_aguardente,1982,0
outros_alcool_vinico,1982,0
outros_bagaceira,1982,496554
outros_base_champenoise,1982,0
outros_base_charmat,1982,0
outros_base_espumante,1982,0
outros_bebida,1982,0
outros_borra_liqwuida,1982,0
outros_borra_seca,1982,0
outros_brandy,1982,1348154
outros_cooler,1982,0
outros_coquetel,1982,0
outros_destilado,1982,3466121
outros_filtrado_doce,1982,4261912
outros_jeropiga,1982,30410
outros_mistelas,1982,2068930
outros_mosto_concentrado,1982,0
outros_mosto_uva,1982,0
outros_mosto_sulfitado,1982,607630
outros_nectar,1982,0
outros_outros_produtos,1982,0
outros_polpa,1982,0
outros_preparado_liquido,1982,0
outros_refrigerante,1982,0
outros_sangria,1982,0
outros_vinagre_balsamico,1982,0
outros_vinagre_duplo,1982,0
outros_vinagre_simples,1982,2434183
outros_vinho_acetificado,1982,0
outros_vinho_base,1982,0
outros_vinho_composto,1982,708876
outros_vinho_licoroso,1982,2347859
outros_vinho_leve,1982,0
outros_vinho_gaseificado,1982,0
vinho_de_mesa,1983,195616620
vinho_mesa_tinto,1983,151852639
vinho_mesa_rosado,1983,23841328
vinho_mesa_branco,1983,19922653
vinho__fino_de_mesa,1983,32690119
vinho_mesa_tinto,1983,9811525
vinho_mesa_rosado,1983,3548807
vinho_mesa_branco,1983,19329787
vinho_frizante,1983,147892
vinho_organico,1983,0
vinho_especial,1983,5393631
vinho_especial_tinto,1983,1034452
vinho_especial_rosado,1983,2735222
vinho_especial_branco,1983,1623957
espumantes_,1983,2601590
espumante_moscatel,1983,0
espumante,1983,0
espumante_organico,1983,0
suco_de_uvas,1983,4625317
suco_natural,1983,0
suco_adocado,1983,0
suco_reprocessado,1983,0
suco_organico,1983,0
outros_sucos,1983,0
suco_de_uvas_concentrado,1983,3447837
nan,1983,13706809
outros_outros_vinhos__sem_informdetalhada,1983,0
outros_agrin,1983,0
outros_aguardente,1983,0
outros_alcool_vinico,1983,0
outros_bagaceira,1983,339085
outros_base_champenoise,1983,0
outros_base_charmat,1983,0
outros_base_espumante,1983,0
outros_bebida,1983,0
outros_borra_liqwuida,1983,0
outros_borra_seca,1983,0
outros_brandy,1983,1212182
outros_cooler,1983,0
outros_coquetel,1983,0
outros_destilado,1983,2029714
outros_filtrado_doce,1983,4062927
outros_jeropiga,1983,25618
outros_mistelas,1983,872156
outros_mosto_concentrado,1983,0
outros_mosto_uva,1983,0
outros_mosto_sulfitado,1983,215868
outros_nectar,1983,0
outros_outros_produtos,1983,0
outros_polpa,1983,0
outros_preparado_liquido,1983,0
outros_refrigerante,1983,0
outros_sangria,1983,0
outros_vinagre_balsamico,1983,0
outros_vinagre_duplo,1983,0
outros_vinagre_simples,1983,2490691
outros_vinho_acetificado,1983,0
outros_vinho_base,1983,0
outros_vinho_composto,1983,657957
outros_vinho_licoroso,1983,1800611
outros_vinho_leve,1983,0
outros_vinho_gaseificado,1983,0
vinho_de_mesa,1984,171619507
vinho_mesa_tinto,1984,129249097
vinho_mesa_rosado,1984,21724540
vinho_mesa_branco,1984,20645870
vinho__fino_de_mesa,1984,42164393
vinho_mesa_tinto,1984,14797285
vinho_mesa_rosado,1984,3714334
vinho_mesa_branco,1984,23652774
vinho_frizante,1984,0
vinho_organico,1984,0
vinho_especial,1984,5535657
vinho_especial_tinto,1984,1043073
vinho_especial_rosado,1984,2308400
vinho_especial_branco,1984,2184184
espumantes_,1984,2778815
espumante_moscatel,1984,0
espumante,1984,0
espumante_organico,1984,0
suco_de_uvas,1984,6167053
suco_natural,1984,0
suco_adocado,1984,0
suco_reprocessado,1984,0
suco_organico,1984,0
outros_sucos,1984,0
suco_de_uvas_concentrado,1984,3923167
nan,1984,15284617
outros_outros_vinhos__sem_informdetalhada,1984,0
outros_agrin,1984,0
outros_aguardente,1984,0
outros_alcool_vinico,1984,0
outros_bagaceira,1984,434913
outros_base_champenoise,1984,0
outros_base_charmat,1984,0
outros_base_espumante,1984,0
outros_bebida,1984,0
outros_borra_liqwuida,1984,0
outros_borra_seca,1984,0
outros_brandy,1984,1074816
outros_cooler,1984,0
outros_coquetel,1984,0
outros_destilado,1984,1678482
outros_filtrado_doce,1984,4994248
outros_jeropiga,1984,36717
outros_mistelas,1984,1095044
outros_mosto_concentrado,1984,0
outros_mosto_uva,1984,0
